Time,LeftDuration,RightDuration,TotalDuration,Resource
"10/1/17, 7:05 AM",20,0,20,Nursing
"10/1/17, 11:11 AM",22,20,42,Nursing
"10/1/17, 1:43 PM",20,14,34,Nursing
"10/1/17, 2:47 PM",0,3,3,Nursing
"10/1/17, 4:05 PM",15,9,24,Nursing
"10/1/17, 4:40 PM",11,12,23,Nursing
"10/1/17, 5:47 PM",16,18,34,Nursing
"10/1/17, 7:02 PM",0,8,8,Nursing
"10/2/17, 5:32 AM",24,13,37,Nursing
"10/2/17, 9:31 AM",14,14,28,Nursing
"10/2/17, 11:09 AM",11,10,21,Nursing
"10/2/17, 1:28 PM",17,9,26,Nursing
"10/2/17, 3:23 PM",14,11,25,Nursing
"10/2/17, 5:17 PM",28,15,43,Nursing
"10/3/17, 12:56 AM",17,0,17,Nursing
"10/3/17, 6:04 AM",14,20,34,Nursing
"10/3/17, 9:31 AM",9,6,15,Nursing
"10/3/17, 11:57 AM",15,9,24,Nursing
"10/3/17, 12:34 PM",10,2,12,Nursing
"10/3/17, 1:39 PM",14,30,44,Nursing
"10/3/17, 4:34 PM",6,3,9,Nursing
"10/3/17, 6:43 PM",6,9,15,Nursing
"10/4/17, 6:25 AM",20,20,40,Nursing
"10/4/17, 9:45 AM",17,6,23,Nursing
"10/4/17, 12:08 PM",15,7,22,Nursing
"10/4/17, 1:55 PM",10,14,24,Nursing
"10/4/17, 4:28 PM",11,15,26,Nursing
"10/4/17, 6:00 PM",13,8,21,Nursing
"10/5/17, 6:12 AM",17,5,22,Nursing
"10/5/17, 8:04 AM",18,9,27,Nursing
"10/5/17, 10:06 AM",14,18,32,Nursing
"10/5/17, 11:57 AM",19,12,31,Nursing
"10/5/17, 1:55 PM",7,6,13,Nursing
"10/5/17, 4:13 PM",14,20,34,Nursing
"10/5/17, 6:04 PM",14,11,25,Nursing
"10/6/17, 5:21 AM",19,5,24,Nursing
"10/6/17, 7:54 AM",25,20,45,Nursing
"10/6/17, 10:17 AM",16,17,33,Nursing
"10/6/17, 12:01 PM",10,6,16,Nursing
"10/6/17, 2:19 PM",13,30,43,Nursing
"10/6/17, 4:29 PM",11,12,23,Nursing
"10/6/17, 6:26 PM",9,19,28,Nursing
"10/7/17, 12:31 AM",20,4,24,Nursing
"10/7/17, 6:33 AM",20,16,36,Nursing
"10/7/17, 10:51 AM",9,10,19,Nursing
"10/7/17, 1:40 PM",2,18,20,Nursing
"10/7/17, 3:38 PM",23,3,26,Nursing
"10/7/17, 5:55 PM",9,19,28,Nursing
"10/8/17, 7:19 AM",17,9,26,Nursing
"10/8/17, 9:06 AM",22,26,48,Nursing
"10/8/17, 11:42 AM",24,11,35,Nursing
"10/8/17, 2:17 PM",10,23,33,Nursing
"10/8/17, 4:39 PM",11,15,26,Nursing
"10/8/17, 6:32 PM",21,14,35,Nursing
"10/9/17, 6:02 AM",11,9,20,Nursing
"10/9/17, 7:47 AM",17,30,47,Nursing
"10/9/17, 10:36 AM",12,24,36,Nursing
"10/9/17, 12:52 PM",29,8,37,Nursing
"10/9/17, 3:44 PM",12,10,22,Nursing
"10/9/17, 5:50 PM",25,15,40,Nursing
"10/10/17, 5:10 AM",10,15,25,Nursing
"10/10/17, 6:03 AM",0,28,28,Nursing
"10/10/17, 7:52 AM",21,18,39,Nursing
"10/10/17, 10:04 AM",12,29,41,Nursing
"10/10/17, 12:11 PM",22,19,41,Nursing
"10/10/17, 2:16 PM",8,18,26,Nursing
"10/10/17, 4:11 PM",13,6,19,Nursing
"10/10/17, 6:06 PM",19,8,27,Nursing
"10/11/17, 4:10 AM",8,9,17,Nursing
"10/11/17, 5:42 AM",12,14,26,Nursing
"10/11/17, 8:13 AM",15,11,26,Nursing
"10/11/17, 10:22 AM",18,6,24,Nursing
"10/11/17, 12:09 PM",0,12,12,Nursing
"10/11/17, 2:05 PM",24,3,27,Nursing
"10/11/17, 4:16 PM",20,20,40,Nursing
"10/11/17, 6:00 PM",5,16,21,Nursing
"10/12/17, 7:23 AM",18,0,18,Nursing
"10/12/17, 9:43 AM",4,4,8,Nursing
"10/12/17, 10:05 AM",0,5,5,Nursing
"10/12/17, 11:39 AM",12,14,26,Nursing
"10/12/17, 1:27 PM",0,9,9,Nursing
"10/12/17, 3:32 PM",22,11,33,Nursing
"10/12/17, 5:37 PM",15,7,22,Nursing
"10/13/17, 6:16 AM",9,0,9,Nursing
"10/13/17, 8:47 AM",15,9,24,Nursing
"10/13/17, 11:02 AM",7,10,17,Nursing
"10/13/17, 12:39 PM",14,13,27,Nursing
"10/13/17, 2:53 PM",16,21,37,Nursing
"10/13/17, 5:42 PM",15,18,33,Nursing
"10/14/17, 7:54 AM",23,15,38,Nursing
"10/14/17, 10:21 AM",17,9,26,Nursing
"10/14/17, 12:38 PM",8,19,27,Nursing
"10/14/17, 2:59 PM",7,0,7,Nursing
"10/14/17, 4:29 PM",14,13,27,Nursing
"10/14/17, 6:26 PM",6,11,17,Nursing
"10/14/17, 7:11 PM",4,0,4,Nursing
"10/15/17, 1:07 AM",12,9,21,Nursing
"10/15/17, 5:47 AM",8,13,21,Nursing
"10/15/17, 7:55 AM",18,15,33,Nursing
"10/15/17, 11:10 AM",18,4,22,Nursing
"10/15/17, 1:24 PM",20,16,36,Nursing
"10/15/17, 4:23 PM",16,4,20,Nursing
"10/15/17, 6:32 PM",12,0,12,Nursing
"10/16/17, 4:41 AM",13,4,17,Nursing
"10/16/17, 7:20 AM",19,11,30,Nursing
"10/16/17, 9:34 AM",20,10,30,Nursing
"10/16/17, 11:34 AM",8,16,24,Nursing
"10/16/17, 2:39 PM",15,3,18,Nursing
"10/16/17, 4:51 PM",27,15,42,Nursing
"10/16/17, 6:46 PM",11,11,22,Nursing
"10/17/17, 4:45 AM",10,11,21,Nursing
"10/17/17, 6:16 AM",9,6,15,Nursing
"10/17/17, 7:34 AM",25,32,57,Nursing
"10/17/17, 10:39 AM",16,12,28,Nursing
"10/17/17, 12:48 PM",4,7,11,Nursing
"10/17/17, 3:01 PM",19,9,28,Nursing
"10/17/17, 4:57 PM",6,15,21,Nursing
"10/17/17, 6:39 PM",10,10,20,Nursing
"10/18/17, 5:48 AM",15,12,27,Nursing
"10/18/17, 7:26 AM",21,7,28,Nursing
"10/18/17, 9:27 AM",30,12,42,Nursing
"10/18/17, 11:40 AM",18,15,33,Nursing
"10/18/17, 1:49 PM",22,20,42,Nursing
"10/18/17, 4:53 PM",7,29,36,Nursing
"10/18/17, 6:24 PM",10,7,17,Nursing
"10/19/17, 6:21 AM",19,9,28,Nursing
"10/19/17, 8:52 AM",20,11,31,Nursing
"10/19/17, 11:00 AM",21,17,38,Nursing
"10/19/17, 1:44 PM",9,6,15,Nursing
"10/19/17, 3:16 PM",4,11,15,Nursing
"10/19/17, 5:13 PM",6,2,8,Nursing
"10/19/17, 5:27 PM",11,5,16,Nursing
"10/19/17, 7:24 PM",14,15,29,Nursing
"10/20/17, 7:15 AM",25,3,28,Nursing
"10/20/17, 9:06 AM",11,24,35,Nursing
"10/20/17, 11:16 AM",20,18,38,Nursing
"10/20/17, 1:27 PM",16,20,36,Nursing
"10/20/17, 4:12 PM",14,4,18,Nursing
"10/20/17, 6:10 PM",15,9,24,Nursing
"10/20/17, 7:20 PM",9,17,26,Nursing
"10/20/17, 11:35 PM",10,17,27,Nursing
"10/21/17, 7:27 AM",16,10,26,Nursing
"10/21/17, 9:54 AM",15,16,31,Nursing
"10/21/17, 12:27 PM",13,22,35,Nursing
"10/21/17, 2:45 PM",19,14,33,Nursing
"10/21/17, 5:04 PM",7,17,24,Nursing
"10/21/17, 7:17 PM",11,6,17,Nursing
"10/22/17, 6:56 AM",20,7,27,Nursing
"10/22/17, 8:59 AM",25,5,30,Nursing
"10/22/17, 11:22 AM",9,10,19,Nursing
"10/22/17, 2:14 PM",18,6,24,Nursing
"10/22/17, 4:40 PM",24,10,34,Nursing
"10/22/17, 6:57 PM",18,18,36,Nursing
"10/23/17, 7:37 AM",14,14,28,Nursing
"10/23/17, 10:03 AM",36,6,42,Nursing
"10/23/17, 12:11 PM",14,14,28,Nursing
"10/23/17, 3:16 PM",20,12,32,Nursing
"10/23/17, 5:32 PM",16,13,29,Nursing
"10/23/17, 7:21 PM",26,27,53,Nursing
"10/24/17, 7:46 AM",30,5,35,Nursing
"10/24/17, 9:59 AM",21,35,56,Nursing
"10/24/17, 12:19 PM",8,12,20,Nursing
"10/24/17, 1:24 PM",3,0,3,Nursing
"10/24/17, 2:27 PM",16,29,45,Nursing
"10/24/17, 4:22 PM",9,33,42,Nursing
"10/24/17, 6:15 PM",8,18,26,Nursing
"10/24/17, 7:13 PM",10,12,22,Nursing
"10/25/17, 7:17 AM",9,28,37,Nursing
"10/25/17, 9:11 AM",19,5,24,Nursing
"10/25/17, 11:54 AM",6,11,17,Nursing
"10/25/17, 2:02 PM",26,4,30,Nursing
"10/25/17, 4:11 PM",0,22,22,Nursing
"10/25/17, 7:09 PM",16,20,36,Nursing
"10/26/17, 6:48 AM",29,7,36,Nursing
"10/26/17, 8:52 AM",16,12,28,Nursing
"10/26/17, 11:30 AM",11,10,21,Nursing
"10/26/17, 1:49 PM",18,10,28,Nursing
"10/26/17, 4:30 PM",12,15,27,Nursing
"10/26/17, 6:18 PM",7,10,17,Nursing
"10/26/17, 7:19 PM",8,16,24,Nursing
"10/27/17, 1:06 AM",11,17,28,Nursing
"10/27/17, 5:47 AM",18,2,20,Nursing
"10/27/17, 8:57 AM",22,6,28,Nursing
"10/27/17, 10:55 AM",8,30,38,Nursing
"10/27/17, 12:40 PM",21,7,28,Nursing
"10/27/17, 2:31 PM",22,9,31,Nursing
"10/27/17, 4:22 PM",21,14,35,Nursing
"10/27/17, 5:59 PM",11,14,25,Nursing
"10/27/17, 7:02 PM",13,6,19,Nursing
"10/28/17, 2:36 AM",15,8,23,Nursing
"10/28/17, 7:27 AM",11,26,37,Nursing
"10/28/17, 5:36 PM",16,11,27,Nursing
"10/28/17, 7:26 PM",14,16,30,Nursing
"10/29/17, 5:34 AM",12,12,24,Nursing
"10/29/17, 7:47 AM",20,13,33,Nursing
"10/29/17, 11:13 AM",23,17,40,Nursing
"10/29/17, 1:41 PM",10,13,23,Nursing
"10/29/17, 3:47 PM",6,20,26,Nursing
"10/29/17, 5:57 PM",20,10,30,Nursing
"10/30/17, 1:32 AM",13,14,27,Nursing
"10/30/17, 8:04 AM",9,4,13,Nursing
"10/30/17, 10:15 AM",6,19,25,Nursing
"10/30/17, 12:25 PM",21,30,51,Nursing
"10/30/17, 2:37 PM",12,5,17,Nursing
"10/30/17, 4:33 PM",15,24,39,Nursing
"10/30/17, 7:00 PM",18,11,29,Nursing
"10/31/17, 6:58 AM",16,15,31,Nursing
"10/31/17, 8:42 AM",14,15,29,Nursing
"10/31/17, 10:38 AM",9,19,28,Nursing
"10/31/17, 12:37 PM",15,8,23,Nursing
"10/31/17, 2:10 PM",9,16,25,Nursing
"10/31/17, 4:37 PM",16,9,25,Nursing
"10/31/17, 6:42 PM",25,7,32,Nursing
"10/1/17, 12:00 AM",135,,267,Sleep
"10/1/17, 4:50 AM",135,,135,Sleep
"10/1/17, 7:36 AM",41,,41,Sleep
"10/1/17, 9:28 AM",81,,81,Sleep
"10/1/17, 12:44 PM",5,,5,Sleep
"10/1/17, 12:54 PM",17,,17,Sleep
"10/1/17, 2:58 PM",55,,55,Sleep
"10/1/17, 4:32 PM",8,,8,Sleep
"10/1/17, 5:18 PM",7,,7,Sleep
"10/1/17, 8:15 PM",225,,225,Sleep
"10/2/17, 12:00 AM",165,,165,Sleep
"10/2/17, 3:00 AM",152,,152,Sleep
"10/2/17, 6:15 AM",60,,60,Sleep
"10/2/17, 8:50 AM",31,,31,Sleep
"10/2/17, 10:46 AM",16,,16,Sleep
"10/2/17, 12:08 PM",62,,62,Sleep
"10/2/17, 2:35 PM",19,,19,Sleep
"10/2/17, 4:00 PM",23,,23,Sleep
"10/2/17, 7:07 PM",17,,17,Sleep
"10/2/17, 8:26 PM",214,,214,Sleep
"10/3/17, 12:00 AM",55,,55,Sleep
"10/3/17, 1:15 AM",135,,135,Sleep
"10/3/17, 4:00 AM",120,,120,Sleep
"10/3/17, 6:49 AM",47,,47,Sleep
"10/3/17, 8:27 AM",26,,26,Sleep
"10/3/17, 11:27 AM",28,,28,Sleep
"10/3/17, 12:57 PM",10,,10,Sleep
"10/3/17, 1:11 PM",24,,24,Sleep
"10/3/17, 2:27 PM",6,,6,Sleep
"10/3/17, 3:02 PM",17,,17,Sleep
"10/3/17, 3:20 PM",53,,53,Sleep
"10/3/17, 5:06 PM",51,,51,Sleep
"10/3/17, 8:10 PM",16,,16,Sleep
"10/3/17, 8:43 PM",197,,197,Sleep"10/4/17, 12:00 AM",146,,146,Sleep
"10/4/17, 2:46 AM",219,,219,Sleep
"10/4/17, 7:20 AM",31,,31,Sleep
"10/4/17, 9:05 AM",33,,33,Sleep
"10/4/17, 10:45 AM",21,,21,Sleep
"10/4/17, 11:16 AM",45,,45,Sleep
"10/4/17, 1:04 PM",21,,21,Sleep
"10/4/17, 1:45 PM",6,,6,Sleep
"10/4/17, 2:54 PM",56,,56,Sleep
"10/4/17, 5:24 PM",26,,26,Sleep
"10/4/17, 7:33 PM",21,,21,Sleep
"10/4/17, 8:46 PM",194,,194,Sleep
"10/5/17, 12:00 AM",134,,134,Sleep
"10/5/17, 2:32 AM",217,,217,Sleep
"10/5/17, 7:17 AM",35,,35,Sleep
"10/5/17, 9:12 AM",34,,34,Sleep
"10/5/17, 11:07 AM",22,,22,Sleep
"10/5/17, 1:19 PM",24,,24,Sleep
"10/5/17, 2:54 PM",12,,12,Sleep
"10/5/17, 3:20 PM",20,,20,Sleep
"10/5/17, 5:39 PM",15,,15,Sleep
"10/5/17, 7:35 PM",40,,40,Sleep
"10/5/17, 8:36 PM",396,,204,Sleep
"10/6/17, 12:00 AM",396,,192,Sleep
"10/6/17, 3:29 AM",112,,112,Sleep
"10/6/17, 5:50 AM",99,,99,Sleep
"10/6/17, 8:45 AM",3,,3,Sleep
"10/6/17, 9:29 AM",23,,23,Sleep
"10/6/17, 11:23 AM",32,,32,Sleep
"10/6/17, 1:26 PM",44,,44,Sleep
"10/6/17, 4:03 PM",25,,25,Sleep
"10/6/17, 5:50 PM",24,,24,Sleep
"10/6/17, 8:13 PM",17,,17,Sleep
"10/6/17, 8:55 PM",3,,3,Sleep
"10/6/17, 9:07 PM",204,,173,Sleep
"10/7/17, 12:00 AM",328,,31,Sleep
"10/7/17, 1:01 AM",328,,328,Sleep
"10/7/17, 8:10 AM",32,,32,Sleep
"10/7/17, 9:46 AM",64,,64,Sleep
"10/7/17, 12:14 PM",25,,25,Sleep
"10/7/17, 2:53 PM",4,,4,Sleep
"10/7/17, 3:21 PM",4,,4,Sleep
"10/7/17, 4:45 PM",45,,45,Sleep
"10/7/17, 7:28 PM",21,,21,Sleep
"10/7/17, 8:08 PM",2,,2,Sleep
"10/7/17, 8:26 PM",474,,214,Sleep
"10/8/17, 12:00 AM",135,,260,Sleep
"10/8/17, 5:00 AM",135,,135,Sleep
"10/8/17, 7:53 AM",44,,44,Sleep
"10/8/17, 11:16 AM",4,,4,Sleep
"10/8/17, 1:13 PM",62,,62,Sleep
"10/8/17, 3:40 PM",39,,39,Sleep
"10/8/17, 6:07 PM",18,,18,Sleep
"10/8/17, 7:56 PM",8,,8,Sleep
"10/8/17, 8:17 PM",346,,223,Sleep
"10/9/17, 12:00 AM",224,,123,Sleep
"10/9/17, 2:17 AM",224,,224,Sleep
"10/9/17, 6:34 AM",45,,45,Sleep
"10/9/17, 8:37 AM",1,,1,Sleep
"10/9/17, 9:43 AM",30,,30,Sleep
"10/9/17, 12:20 PM",20,,20,Sleep
"10/9/17, 1:58 PM",93,,93,Sleep
"10/9/17, 4:33 PM",61,,61,Sleep
"10/9/17, 8:32 PM",378,,208,Sleep
"10/10/17, 12:00 AM",121,,170,Sleep
"10/10/17, 3:09 AM",121,,121,Sleep
"10/10/17, 5:42 AM",20,,20,Sleep
"10/10/17, 6:35 AM",57,,57,Sleep
"10/10/17, 9:03 AM",31,,31,Sleep
"10/10/17, 11:17 AM",15,,15,Sleep
"10/10/17, 1:32 PM",32,,32,Sleep
"10/10/17, 3:35 PM",25,,25,Sleep
"10/10/17, 5:40 PM",13,,13,Sleep
"10/10/17, 7:48 PM",28,,28,Sleep
"10/10/17, 8:40 PM",295,,200,Sleep
"10/11/17, 12:00 AM",130,,95,Sleep
"10/11/17, 1:59 AM",130,,130,Sleep
"10/11/17, 4:33 AM",64,,64,Sleep
"10/11/17, 6:13 AM",116,,116,Sleep
"10/11/17, 9:25 AM",40,,40,Sleep
"10/11/17, 11:18 AM",41,,41,Sleep
"10/11/17, 1:10 PM",52,,52,Sleep
"10/11/17, 3:30 PM",40,,40,Sleep
"10/11/17, 5:40 PM",10,,10,Sleep
"10/11/17, 7:55 PM",18,,18,Sleep
"10/11/17, 8:32 PM",468,,208,Sleep
"10/12/17, 12:00 AM",148,,260,Sleep
"10/12/17, 4:45 AM",148,,148,Sleep
"10/12/17, 4:45 AM",148,,148,Sleep
"10/12/17, 8:39 AM",44,,44,Sleep
"10/12/17, 10:37 AM",7,,7,Sleep
"10/12/17, 10:49 AM",20,,20,Sleep
"10/12/17, 12:43 PM",23,,23,Sleep
"10/12/17, 2:00 PM",29,,29,Sleep
"10/12/17, 4:55 PM",31,,31,Sleep
"10/12/17, 7:51 PM",18,,18,Sleep
"10/12/17, 9:12 PM",496,,168,Sleep
"10/13/17, 12:00 AM",23,,328,Sleep
"10/13/17, 5:43 AM",23,,23,Sleep
"10/13/17, 6:28 AM",124,,124,Sleep
"10/13/17, 10:00 AM",28,,28,Sleep
"10/13/17, 11:56 AM",23,,23,Sleep
"10/13/17, 1:44 PM",20,,20,Sleep
"10/13/17, 2:13 PM",1,,1,Sleep
"10/13/17, 2:18 PM",16,,16,Sleep
"10/13/17, 4:25 PM",71,,71,Sleep
"10/13/17, 7:41 PM",19,,19,Sleep
"10/13/17, 8:35 PM",473,,205,Sleep
"10/14/17, 12:00 AM",9,,268,Sleep
"10/14/17, 4:48 AM",9,,9,Sleep
"10/14/17, 5:20 AM",135,,135,Sleep
"10/14/17, 9:38 AM",26,,26,Sleep
"10/14/17, 11:42 AM",22,,22,Sleep
"10/14/17, 1:53 PM",25,,25,Sleep
"10/14/17, 2:21 PM",7,,7,Sleep
"10/14/17, 2:29 PM",29,,29,Sleep
"10/14/17, 5:29 PM",26,,26,Sleep
"10/14/17, 8:03 PM",4,,4,Sleep
"10/14/17, 8:24 PM",282,,216,Sleep
"10/15/17, 12:00 AM",253,,66,Sleep
"10/15/17, 1:33 AM",253,,253,Sleep
